year,sec1,sec2,sec3
2000,0.039,0.120,0.841
2001,0.038,0.127,0.834
2002,0.028,0.148,0.824
2003,0.027,0.169,0.803
2004,0.032,0.171,0.797
2005,0.041,0.160,0.799
2006,0.060,0.132,0.808
2007,0.068,0.119,0.813
2008,0.063,0.097,0.840
2009,0.065,0.077,0.858
2010,0.061,0.072,0.868
2011,0.058,0.085,0.857
2012,0.061,0.078,0.861
