year,sec1,sec2,sec3
2000,0.252,0.123,0.625
2001,0.257,0.099,0.644
2002,0.261,0.098,0.642
2003,0.243,0.089,0.668
2004,0.253,0.083,0.665
2005,0.238,0.085,0.677
2006,0.222,0.088,0.690
2007,0.225,0.087,0.688
2008,0.224,0.102,0.674
2009,0.215,0.108,0.677
2010,0.221,0.099,0.680
2011,0.220,0.103,0.677
2012,0.219,0.103,0.678
