year,sec1,sec2,sec3
2000,0.001,0.126,0.873
2001,0.001,0.118,0.881
2002,0.001,0.111,0.889
2003,0.001,0.101,0.898
2004,0.001,0.094,0.905
2005,0.001,0.087,0.913
2006,0.001,0.082,0.918
2007,0.001,0.071,0.929
2008,0.001,0.074,0.926
2009,0.001,0.072,0.927
2010,0.001,0.070,0.930
2011,0.000,0.068,0.931
2012,0.000,0.071,0.929
