year,sec1,sec2,sec3
2000,0.085,0.369,0.546
2001,0.086,0.365,0.549
2002,0.087,0.371,0.542
2003,0.095,0.381,0.524
2004,0.093,0.381,0.526
2005,0.092,0.388,0.520
2006,0.094,0.394,0.512
2007,0.094,0.396,0.510
2008,0.101,0.396,0.502
2009,0.098,0.388,0.514
2010,0.105,0.401,0.493
2011,0.114,0.382,0.503
2012,0.104,0.388,0.508
