year,sec1,sec2,sec3
2000,0.273,0.384,0.343
2001,0.261,0.397,0.342
2002,0.246,0.388,0.366
2003,0.270,0.370,0.360
2004,0.215,0.346,0.440
2005,0.238,0.307,0.456
2006,0.239,0.305,0.456
2007,0.219,0.298,0.483
2008,0.225,0.278,0.497
2009,0.206,0.272,0.522
2010,0.218,0.279,0.503
2011,0.269,0.253,0.478
2012,0.231,0.268,0.501
