year,sec1,sec2,sec3
2000,0.068,0.394,0.538
2001,0.069,0.373,0.557
2002,0.063,0.328,0.609
2003,0.063,0.326,0.612
2004,0.056,0.363,0.581
2005,0.050,0.381,0.570
2006,0.045,0.372,0.582
2007,0.044,0.364,0.591
2008,0.044,0.361,0.595
2009,0.047,0.336,0.617
2010,0.039,0.347,0.614
2011,0.044,0.368,0.589
2012,0.039,0.360,0.601
