year,sec1,sec2,sec3
2000,0.176,0.299,0.525
2001,0.168,0.306,0.526
2002,0.143,0.280,0.577
2003,0.132,0.284,0.583
2004,0.125,0.286,0.588
2005,0.118,0.302,0.580
2006,0.113,0.306,0.580
2007,0.117,0.299,0.584
2008,0.134,0.294,0.572
2009,0.127,0.297,0.576
2010,0.128,0.294,0.578
2011,0.121,0.299,0.580
2012,0.111,0.315,0.575
