year,sec1,sec2,sec3
2000,0.217,0.221,0.561
2001,0.222,0.218,0.560
2002,0.204,0.241,0.555
2003,0.204,0.254,0.542
2004,0.178,0.262,0.560
2005,0.165,0.265,0.570
2006,0.127,0.246,0.627
2007,0.106,0.240,0.654
2008,0.093,0.216,0.692
2009,0.092,0.216,0.692
2010,0.083,0.220,0.698
2011,0.087,0.235,0.678
2012,0.083,0.241,0.676
