year,sec1,sec2,sec3
2000,0.167,0.268,0.566
2001,0.148,0.281,0.570
2002,0.144,0.281,0.575
2003,0.123,0.302,0.575
2004,0.132,0.303,0.565
2005,0.123,0.306,0.572
2006,0.120,0.297,0.583
2007,0.120,0.309,0.571
2008,0.116,0.284,0.600
2009,0.117,0.258,0.625
2010,0.098,0.274,0.628
2011,0.100,0.277,0.622
2012,0.098,0.279,0.623
