year,sec1,sec2,sec3
2000,0.352,0.407,0.241
2001,0.356,0.398,0.245
2002,0.386,0.373,0.241
2003,0.374,0.396,0.230
2004,0.349,0.421,0.230
2005,0.340,0.443,0.217
2006,0.321,0.470,0.209
2007,0.322,0.470,0.208
2008,0.328,0.463,0.209
2009,0.331,0.432,0.237
2010,0.315,0.451,0.234
2011,0.312,0.441,0.246
2012,0.291,0.442,0.267
