year,sec1,sec2,sec3
2000,0.052,0.391,0.557
2001,0.065,0.256,0.679
2002,0.072,0.217,0.711
2003,0.074,0.183,0.744
2004,0.072,0,0.928
2005,0.078,0,0.922
2006,0.078,0.021,0.901
2007,0.093,0.176,0.731
2008,0.053,0.381,0.567
2009,0.041,0.511,0.448
2010,0.062,0.356,0.582
2011,0.052,0.416,0.532
2012,0.051,0.428,0.521
