year,sec1,sec2,sec3
2000,0.247,0.236,0.518
2001,0.233,0.242,0.525
2002,0.220,0.247,0.534
2003,0.210,0.245,0.544
2004,0.203,0.249,0.548
2005,0.195,0.254,0.551
2006,0.190,0.261,0.549
2007,0.186,0.266,0.548
2008,0.184,0.267,0.548
2009,0.182,0.269,0.549
2010,0.182,0.266,0.552
2011,0.179,0.267,0.554
2012,0.173,0.269,0.558
