year,sec4,sec5,sec6
2000,0.156,0.459,0.385
2001,0.153,0.465,0.383
2002,0.155,0.445,0.401
2003,0.152,0.437,0.411
2004,0.143,0.446,0.410
2005,0.131,0.465,0.403
2006,0.130,0.469,0.401
2007,0.137,0.468,0.395
2008,0.145,0.481,0.375
2009,0.153,0.477,0.371
2010,0.153,0.470,0.377
2011,0.147,0.471,0.382
2012,0.144,0.469,0.386
