year,sec4,sec5,sec6
2000,0.14,0.345,0.516
2001,0.132,0.345,0.523
2002,0.131,0.346,0.523
2003,0.127,0.346,0.527
2004,0.133,0.338,0.529
2005,0.127,0.338,0.535
2006,0.124,0.335,0.541
2007,0.125,0.331,0.545
2008,0.132,0.329,0.539
2009,0.131,0.317,0.552
2010,0.123,0.326,0.551
2011,0.127,0.313,0.559
2012,0.118,0.311,0.571
